名称,经纬度
油溪站,"106.149418,29.200059"
泔溪站,"108.943332,28.977435"
小南海站,"106.432663,29.355899"
石门坎站,"106.822664,28.668863"
梁平站(南出站口),"107.817572,30.715033"
朱杨溪站,"105.951826,29.061302"
云龙站,"107.60116,30.509566"
三江站,"106.703687,28.948537"
梁平站(南进站口),"107.816904,30.714981"
干坝子站,"106.797329,28.924373"
黔江站(东北进站口),"108.790553,29.443374"
酉阳站(东出站口),"108.962011,28.807875"
万盛南站,"106.906073,28.94692"
岔滩站,"106.769106,28.715469"
酉阳站(东进站口),"108.962049,28.808412"
镇紫街站,"106.675572,28.787022"
郁山站,"108.363054,29.498046"
鱼泉站,"108.903303,29.165316"
黔江站(东北出站口),"108.790759,29.443155"
白沙站,"106.132791,29.074491"
高谷站,"108.073711,29.381114"
保家楼站,"108.3076,29.425177"
大足站,"105.743544,29.429034"
丰都站(西北进站口),"107.690258,29.84555"
童家溪火车站,"106.443692,29.704931"
永川站(东北进站口),"105.900678,29.341155"
永川站(东北出站口),"105.900367,29.341253"
双石桥站,"105.83734,29.398017"
古家沱站,"106.209246,29.221104"
长寿站,"106.966277,29.789858"
石柱县站(西北出站口),"108.098093,29.966711"
秀山站(西进站口),"109.015429,28.446231"
平等站,"106.026671,29.099358"
峰高铺站,"105.672855,29.427468"
秀山站(西出站口),"109.015431,28.446342"
潼南站(西出站口),"105.877869,30.219069"
沙坪坝站(出站口),"106.46013,29.554182"
沙坪坝站(进站口),"106.460134,29.554303"
秀山站(出站口),"109.0143,28.44626"
重庆西站(1号进站口),"106.437949,29.500365"
转关口站,"106.693838,28.992568"
复盛站,"106.798898,29.653584"
蒲河站,"106.833903,28.947856"
临江场站,"105.950341,29.230121"
潼南站(西进站口),"105.877476,30.21973"
重庆东站(建设中),"106.667637,29.486063"
大渡口站,"106.495893,29.464356"
重庆西站(东进站口),"106.438139,29.500301"
黔江站(西北进站口),"108.791064,29.443837"
龙池火车站,"108.997328,28.601196"
重庆西站(2号进站口),"106.435811,29.499695"
璧山站,"106.224251,29.50415"
双溪站,"106.742292,29.649827"
大足南站(北进站口),"105.745742,29.421064"
大足南站(北出站口),"105.74607,29.420862"
北碚站(西北进站口),"106.431728,29.80261"
鱼嘴站,"106.73626,29.616015"
长寿湖站,"107.20443,29.965235"
庙坝站,"106.806223,29.628692"
秀山兰桥站,"108.997596,28.2153"
长寿北站(西南进站口),"107.074622,29.880414"
长寿北站(西南出站口),"107.075291,29.88016"
重庆站(东北出站口),"106.547883,29.549903"
荣昌北站(南出站口),"105.635848,29.43307"
荣昌北站(南进站口),"105.636153,29.433042"
重庆北站(北1进站口),"106.551254,29.61119"
重庆北站(北出站口),"106.55188,29.611717"
重庆站(进站口C),"106.547952,29.549689"
重庆站(进站口B),"106.547758,29.549944"
重庆站(西北进站口),"106.54773,29.549979"
重庆站(西北进站口),"106.54773,29.549979"
丽水站,"119.953963,28.442033"
杭州站,"120.182882,30.243486"
金华站,"119.635857,29.110764"
嘉兴南站,"120.799555,30.691337"
绍兴北站,"120.538406,30.099417"
温州南站,"120.58582,27.965742"
杭州东站,"120.2126,30.290851"
温州站,"120.684991,27.980441"
义乌站,"120.042814,29.376965"
余姚北站,"121.168323,30.098002"
绍兴东站,"120.852869,30.054354"
温岭站,"121.325747,28.479403"
余姚站,"121.161527,30.054516"
金华南站,"119.738679,29.11454"
嘉善南站,"120.93557,30.788441"
嘉兴站,"120.763436,30.764274"
海宁西站,"120.391686,30.438793"
乐清站,"120.859158,28.084408"
绍兴站,"120.579637,30.014254"
衢州站,"118.881604,28.92349"
永康南站,"120.024127,28.850946"
诸暨站,"120.185186,29.726993"
上虞站,"120.85693,30.001329"
宁波站,"121.536807,29.861967"
长兴站,"119.974226,31.041454"
德清站,"120.060322,30.544692"
海宁站,"120.685354,30.53367"
嘉善站,"120.918419,30.850195"
长兴南站,"119.905026,30.989761"
台州站,"121.2893,28.685563"
缙云西站,"120.055735,28.677315"
苍南站,"120.412049,27.527901"
余杭站,"120.2966,30.380962"
武义北站,"119.849303,28.98246"
奉化站,"121.464646,29.627982"
临海站,"121.246563,28.880183"
湖州站,"120.023783,30.862856"
雁荡山站,"121.151734,28.341531"
永康站,"120.021175,28.909375"
德清西站,"119.958213,30.535146"
宁海站,"121.420354,29.33631"
兰溪站,"119.47967,29.213605"
武义站,"119.83097,28.908078"
绅坊站,"120.991818,28.196594"
瑞安站,"120.581982,27.766806"
桐乡站,"120.567363,30.537324"
永嘉站,"120.695527,28.069484"
龙游站,"119.165403,29.003207"
缙云站,"120.095686,28.660212"
杭州南站(建设中),"120.294282,30.172709"
江山站,"118.64426,28.772657"
青田站,"120.279828,28.136492"
三门县站,"121.362838,29.055103"
汤溪站,"119.386077,29.074961"
夏家桥站,"120.335677,30.157378"
建德站,"119.427294,29.572144"
嘉兴站(出站口),"120.763777,30.764955"
嘉善站(南进站口),"120.918373,30.850037"
常山站,"118.560641,28.922868"
嘉兴站(进站口),"120.763249,30.764493"
开化站,"118.363285,28.991901"
嘉善站(南出站口),"120.918771,30.849899"
庄桥站,"121.535767,29.923246"
海宁站(东南进站口),"120.685504,30.533609"
海宁站(出口处),"120.685062,30.533287"
杨林站,"118.184161,29.059287"
桐庐站,"119.731434,29.789628"
衢州站(出站口),"118.880871,28.92393"
衢州西站(建设中),"118.80804,28.960026"
盈宁站,"120.270395,30.225267"
富阳站,"119.992567,30.001339"
平阳站,"120.545104,27.625482"
德清西站候车室,"119.958202,30.535455"
安吉站(建设中),"119.610553,30.815768"
蜀山站,"121.207424,30.038806"
绍兴站(南进站口),"120.579837,30.014157"
绅坊站(东南出站口),"120.991634,28.19674"
绍兴站(南出站口),"120.579241,30.01423"
雁荡山站(西北进站口),"121.152123,28.341518"
余杭站(南进站口),"120.296452,30.380273"
泗安站,"119.671728,30.916404"
余杭站(南出站口),"120.296917,30.380641"
临平站,"120.295593,30.411299"
余杭站(北出站口),"120.296806,30.380866"
创远路站(建设中),"120.003888,30.260931"
嘉善南站(西北出站口),"120.935112,30.78857"
嘉善南站(西北进站口),"120.935403,30.78808"
金华南站(西出站口),"119.738176,29.114539"
钱塘江站,"120.159274,30.177826"
金华南站(西进站口),"119.738742,29.114409"
绍兴站(出口处),"120.578824,30.0138"
平阳站(东南进站口),"120.544949,27.625812"
余姚北站(南进站口),"121.168275,30.09809"
温岭站(东南出站口),"121.325258,28.478755"
奉化站(西北出站口),"121.46452,29.628515"
上虞站(东南进站口),"120.856853,30.001498"
上虞站(西南出站口),"120.856363,30.001551"
余姚站(东南进站口),"121.161309,30.054114"
武义站(西南出站口),"119.831117,28.908395"
余姚站(东南出站口),"121.160379,30.054497"
丽水站(西北2进站口),"119.953922,28.441754"
丽水站(西北1进站口),"119.953761,28.441511"
丽水站(西北出站口),"119.954158,28.442151"
宁波站(西南出站口),"121.536389,29.861298"
宁波站(北进站口),"121.537415,29.862714"
台州站(西南进站口),"121.289553,28.68586"
庄桥站(西出站口),"121.535492,29.92393"
温岭站(东南进站口),"121.325334,28.479173"
永康南站(东北进站口),"120.023797,28.850777"
诸暨站(出站口),"120.184869,29.726242"
诸暨站(进站口),"120.185312,29.727325"
乐清站(南出站口),"120.859331,28.084059"
乐清站(进站口),"120.859721,28.084182"
奉化站(西北进站口),"121.464213,29.628299"
临海站(西北进站口),"121.246634,28.880121"
永康站(南进站口),"120.021177,28.909434"
宁海站(进站口),"121.420099,29.336622"
宁波站(南进站口),"121.536437,29.861564"
永康站(南出站口),"120.020709,28.909394"
余杭站(北进站口),"120.296007,30.380657"
武义北站(西南出站口),"119.849134,28.982619"
武义北站(西南进站口),"119.849338,28.982341"
武义站(西南进站口),"119.830837,28.90865"
缙云站(西南进站口),"120.095244,28.660542"
缙云站(西南出站口),"120.095328,28.661164"
温州西站(建设中),"120.627726,27.978496"
新塘边站,"118.483804,28.635657"
余姚北站(北出站口),"121.170048,30.099432"
余姚北站(北进站口),"121.168285,30.098741"
余姚北站(西进站口),"121.167175,30.097923"
三门县站(西北进站口),"121.363091,29.055324"
三门县站(西北出站口),"121.362781,29.055151"
绍兴东站(南出站口),"120.85257,30.054534"
湖州站(东出站口),"120.023626,30.862296"
绍兴东站(南进站口),"120.853187,30.054432"
兰溪站(西南进站口),"119.479964,29.213218"
湖州站(东进站口),"120.023619,30.862984"
祯埠站,"120.049732,28.312466"
苍南站(东南出站口),"120.412185,27.528209"
南浔站(建设中),"120.407821,30.827885"
骨头饭锋哥送身边火车东站,"120.20677,30.29273"
梅峰站,"119.961371,30.699741"
青田站(东北出站口),"120.280333,28.136493"
兰溪站(西南出站口),"119.479733,29.21351"
瑞安站(东南出站口),"120.581158,27.765887"
青田站(东北进站口),"120.280222,28.136994"
永嘉站(西进站口),"120.694931,28.069811"
德清站(西出站口),"120.060891,30.544978"
德清站(西进站口),"120.060986,30.544632"
小火车(海港城店),"121.543846,29.772758"
煤山站(暂停营业),"119.760825,31.090937"
杭州西站(建设中),"119.986574,30.298988"
钱清城际站,"120.40731,30.116352"
宁波站(东北出站口),"121.537496,29.862802"
丽水站(进站口),"119.953754,28.441675"
嵊州新昌站(建设中),"120.821395,29.528299"
苍南站(东南进站口),"120.411983,27.528036"
庄桥站(西进站口),"121.535464,29.92348"
绅坊站(东南进站口),"120.991895,28.196951"
雁荡山站(西北出站口),"121.151837,28.341284"
瑞安站(北进站口),"120.581185,27.766955"
台州站(西南出站口),"121.289592,28.686614"
永康南站(北出站口),"120.024671,28.850835"
千岛湖站,"119.192328,29.735931"
永嘉站(南出站口),"120.695628,28.069306"
温州站(东出站口),"120.685548,27.980983"
温州站(西出站口),"120.684682,27.980995"
杭州站(2F西二进出站口),"120.182007,30.24404"
绍兴北站(南进站口),"120.538611,30.098957"
绍兴北站(南出站口),"120.536863,30.099826"
杭州东站(西进站口),"120.211468,30.290144"
金华站(北进站口),"119.635899,29.112079"
金华站(北出站口),"119.636583,29.112257"
杭州东站(到达南4),"120.213922,30.29146"
杭州东站(2F铁路出发北1口),"120.212456,30.29165"
杭州东站(2F铁路出发北2口),"120.212671,30.291785"
杭州东站(铁路出发东1口),"120.215274,30.291919"
杭州东站(2F铁路出发南2口),"120.213624,30.290822"
杭州站(西北进站口),"120.182035,30.24403"
嘉兴南站(西北1出站口),"120.799294,30.690817"
嘉兴南站(西北2出站口),"120.7998,30.691066"
义乌站(东南进站口),"120.043703,29.378039"
绍兴北站(出站口),"120.538198,30.099495"
温州站(北进站口),"120.685079,27.980794"
杭州站(西北出站口),"120.182347,30.243813"
杭州东站(北出站口),"120.211526,30.290729"
杭州东站(南出站口),"120.21437,30.291629"
金华站(南进站口),"119.635912,29.110098"
义乌站(东南出站口),"120.043329,29.377582"
杭州东站(南进站口),"120.213774,30.290912"
嘉兴南站(西北进站口),"120.799522,30.690978"
温州南站(东南进站口),"120.585861,27.966028"
温州南站(东北出站口),"120.585971,27.966506"
绍兴北站(北进站口),"120.538705,30.099573"
绍兴北站(北出站口),"120.537178,30.100256"
杭州东站(北1进站口),"120.212449,30.291597"
杭州东站(东进站口),"120.214623,30.292279"
杭州东站(东进站口),"120.214623,30.292279"
揭阳南站,"116.369931,23.570757"
广州东站,"113.324981,23.150597"
广州站,"113.257331,23.149243"
广州南站,"113.269114,22.988374"
深圳西站,"113.907276,22.527291"
惠州站,"114.416477,23.151477"
深圳站,"114.117751,22.531948"
惠州西站(暂停营业),"114.362685,23.091767"
广州北站,"113.203846,23.377273"
深圳北站,"114.0295,22.609875"
韶关东站,"113.604199,24.792252"
茂名站,"110.929136,21.642081"
潮汕站,"116.588171,23.539591"
清远站,"113.133644,23.694175"
东莞东站,"114.039175,22.967302"
广州西站(暂停营业),"113.244417,23.138102"
中山北站,"113.382735,22.557046"
珠海站,"113.549574,22.215372"
韶关站,"113.515283,24.750159"
三水南站,"112.871117,23.113359"
樟木头站,"114.068225,22.901317"
汕头站,"116.754668,23.372144"
河源站,"114.683646,23.759231"
湛江站,"110.387483,21.186581"
顺德站,"113.27673,22.874813"
潮州站,"116.584079,23.638136"
肇庆站,"112.449568,23.081225"
中山站,"113.432799,22.544233"
茂名西站,"110.847697,21.680891"
佛山站,"113.103632,23.047366"
光明城站,"113.954287,22.732455"
源潭站,"113.202077,23.662567"
唐家湾站,"113.551842,22.363054"
坪石站,"113.054039,25.284261"
古镇站,"113.206831,22.597777"
阳春站,"111.761471,22.189375"
道滘站,"113.659067,22.990873"
廉江站,"110.297044,21.615146"
梅州站,"116.130709,24.258287"
虎门站,"113.673585,22.86095"
北滘站,"113.264297,22.915506"
乐昌站,"113.357941,25.129125"
英德西站,"113.35234,24.159442"
英德站,"113.438973,24.159231"
三水站,"112.887619,23.159469"
深圳东站,"114.11986,22.601897"
庆盛站,"113.491531,22.866987"
遂溪站,"110.267036,21.398506"
龙川站,"115.237137,24.112064"
徐闻站,"110.145491,20.345991"
杨村镇站,"114.464573,23.401975"
兴宁站,"115.728405,24.101765"
肇庆西站,"112.333196,23.071586"
佛山西站,"113.03397,23.078556"
虎门站(北进站口),"113.67252,22.860808"
东莞站,"113.858413,23.088969"
新会站,"113.070947,22.517656"
常平东站,"114.040636,22.962651"
华城站,"115.625247,24.070661"
樟木头东站,"114.105545,22.958254"
银瓶站,"114.156544,22.966388"
化州站,"110.652094,21.653031"
江门东站,"113.103434,22.560652"
樟木头站(西南出站口),"114.067868,22.900951"
东莞站(A出站口),"113.859901,23.088994"
新兴县站,"112.229459,22.737802"
东莞东站(南2出站口),"114.03864,22.967008"
西湖东站,"114.400907,23.08793"
龙丰站,"114.394953,23.062881"
东莞站(B出站口),"113.858896,23.087869"
雷州站,"110.045849,20.918981"
新桥镇站,"112.411117,22.953907"
惠环站,"114.365963,23.03011"
小金口站,"114.417271,23.152203"
沥林北站,"114.229754,22.978964"
仲恺站,"114.326823,23.0061"
石坝站,"114.594977,23.521413"
东莞站(A进站口),"113.859413,23.089248"
西平西站,"113.746419,22.994401"
大朗镇站,"113.950024,22.95429"
常平站(西南进站口),"114.00604,22.982849"
和平站,"114.969259,24.4572"
云东海站,"112.84533,23.218029"
丰顺站,"116.190474,23.751125"
常平站(西南1进站口),"114.005341,22.983592"
樟木头站(西南进站口),"114.067491,22.901335"
东城南站,"113.775399,22.988002"
高州站,"110.88917,21.896003"
横窖站,"113.115327,23.069409"
泰美站,"114.464739,23.301864"
南朗站,"113.533307,22.486149"
虎门站(北出站口),"113.673348,22.860853"
狮山站,"112.983783,23.122426"
梅州西站,"116.048,24.250779"
东莞东站(南进站口),"114.039072,22.966863"
潮汕站(南进站口),"116.587518,23.539139"
大埔站,"116.577217,24.409469"
东莞西站,"113.625946,23.008117"
狮山北站,"112.97134,23.153711"
南头站,"113.308645,22.712982"
塘厦站(建设中),"114.071277,22.845485"
三水北站(D出站口),"112.918903,23.184805"
三水北站(B出站口),"112.917892,23.184533"
三水北站(D进站口),"112.918903,23.184805"
三水北站(B进站口),"112.917892,23.184533"
三水北站(A出站口),"112.918527,23.184263"
三水北站(A进站口),"112.918527,23.184263"
三水北站(C进站口),"112.918175,23.185139"
三水北站(C出站口),"112.918175,23.185139"
